user_id,retailer_id,product_profile_id,capture_date,capture_timestamp,sell_price,buyback_price,scrape_status,error_message,live_price_name
fe3d19d8-881c-471c-86f0-ebcea058bc3d,bbdc6d6e-1c68-4857-83b7-9b9d65b0bd2e,e84bf3bc-d087-44d5-abd9-962d262715ac,2025-09-29,2025-09-29T15:00:00,5909.43,5694.22,success,,1oz Gold Bar
fe3d19d8-881c-471c-86f0-ebcea058bc3d,6d52310c-9a7b-4051-b5c2-414981a9c246,e84bf3bc-d087-44d5-abd9-962d262715ac,2025-09-29,2025-09-29T15:00:00,5913.05,5637.01,success,,1oz Gold Bar
fe3d19d8-881c-471c-86f0-ebcea058bc3d,9f0e77fa-19e1-435a-8b58-8b4d18ad7502,e84bf3bc-d087-44d5-abd9-962d262715ac,2025-09-29,2025-09-29T15:00:00,5947.2,5664.2,success,,1oz Gold Bar
fe3d19d8-881c-471c-86f0-ebcea058bc3d,9f0e77fa-19e1-435a-8b58-8b4d18ad7502,41c948d5-f877-439d-ae93-9b15936ff499,2025-09-29,2025-09-29T15:00:00,2628.3,2298.4,success,,1oz Platinum
fe3d19d8-881c-471c-86f0-ebcea058bc3d,6d52310c-9a7b-4051-b5c2-414981a9c246,41c948d5-f877-439d-ae93-9b15936ff499,2025-09-29,2025-09-29T15:00:00,2639.24,2353.98,success,,1oz Platinum
fe3d19d8-881c-471c-86f0-ebcea058bc3d,bbdc6d6e-1c68-4857-83b7-9b9d65b0bd2e,f2a47de5-3b3b-451d-9869-a8c40e43fbdf,2025-09-29,2025-09-29T15:00:00,2393.12,2250.54,success,,1kg Silver Bar
fe3d19d8-881c-471c-86f0-ebcea058bc3d,9f0e77fa-19e1-435a-8b58-8b4d18ad7502,f2a47de5-3b3b-451d-9869-a8c40e43fbdf,2025-09-29,2025-09-29T15:00:00,2445.3,2177.9,success,,1kg Silver Bar
fe3d19d8-881c-471c-86f0-ebcea058bc3d,6d52310c-9a7b-4051-b5c2-414981a9c246,f2a47de5-3b3b-451d-9869-a8c40e43fbdf,2025-09-29,2025-09-29T15:00:00,2450.16,2191.42,success,,1kg Silver Bar
fe3d19d8-881c-471c-86f0-ebcea058bc3d,bbdc6d6e-1c68-4857-83b7-9b9d65b0bd2e,e84bf3bc-d087-44d5-abd9-962d262715ac,2025-10-01,2025-10-01T08:35:00,5928.4,5714.7,success,,1oz Gold Bar
fe3d19d8-881c-471c-86f0-ebcea058bc3d,6d52310c-9a7b-4051-b5c2-414981a9c246,e84bf3bc-d087-44d5-abd9-962d262715ac,2025-10-01,2025-10-01T08:38:00,5938.26,5661.04,success,,1oz Gold Bar
fe3d19d8-881c-471c-86f0-ebcea058bc3d,325f212b-1e16-4990-b1f8-54da984e0f6e,e84bf3bc-d087-44d5-abd9-962d262715ac,2025-10-01,2025-10-01T09:13:00,5954,5720.43,success,,1oz Gold Bar
fe3d19d8-881c-471c-86f0-ebcea058bc3d,6d52310c-9a7b-4051-b5c2-414981a9c246,41c948d5-f877-439d-ae93-9b15936ff499,2025-10-01,2025-10-01T08:55:00,2577.59,2296.14,success,,1oz Platinum
fe3d19d8-881c-471c-86f0-ebcea058bc3d,bbdc6d6e-1c68-4857-83b7-9b9d65b0bd2e,f2a47de5-3b3b-451d-9869-a8c40e43fbdf,2025-10-01,2025-10-01T08:36:00,2360.66,2220.35,success,,1kg Silver Bar
fe3d19d8-881c-471c-86f0-ebcea058bc3d,6d52310c-9a7b-4051-b5c2-414981a9c246,f2a47de5-3b3b-451d-9869-a8c40e43fbdf,2025-10-01,2025-10-01T08:39:00,2414.55,2159.5,success,,1kg Silver Bar
fe3d19d8-881c-471c-86f0-ebcea058bc3d,325f212b-1e16-4990-b1f8-54da984e0f6e,f2a47de5-3b3b-451d-9869-a8c40e43fbdf,2025-10-01,2025-10-01T09:14:00,2440.5,2179.46,success,,1kg Silver Bar
fe3d19d8-881c-471c-86f0-ebcea058bc3d,bbdc6d6e-1c68-4857-83b7-9b9d65b0bd2e,e84bf3bc-d087-44d5-abd9-962d262715ac,2025-10-03,2025-10-03T08:42:00,5944.55,5730.02,success,,1oz Gold Bar
fe3d19d8-881c-471c-86f0-ebcea058bc3d,bbdc6d6e-1c68-4857-83b7-9b9d65b0bd2e,e84bf3bc-d087-44d5-abd9-962d262715ac,2025-10-04,2025-10-04T08:40:00,5982.83,5767.75,success,,1oz Gold Bar
fe3d19d8-881c-471c-86f0-ebcea058bc3d,6d52310c-9a7b-4051-b5c2-414981a9c246,e84bf3bc-d087-44d5-abd9-962d262715ac,2025-10-04,2025-10-04T08:43:00,5990.22,5710.58,success,,1oz Gold Bar
fe3d19d8-881c-471c-86f0-ebcea058bc3d,325f212b-1e16-4990-b1f8-54da984e0f6e,e84bf3bc-d087-44d5-abd9-962d262715ac,2025-10-04,2025-10-04T08:57:00,6005.25,5769.82,success,,1oz Gold Bar
fe3d19d8-881c-471c-86f0-ebcea058bc3d,9f0e77fa-19e1-435a-8b58-8b4d18ad7502,e84bf3bc-d087-44d5-abd9-962d262715ac,2025-10-04,2025-10-04T09:03:00,6031.7,5747.9,success,,1oz Gold Bar
fe3d19d8-881c-471c-86f0-ebcea058bc3d,9f0e77fa-19e1-435a-8b58-8b4d18ad7502,41c948d5-f877-439d-ae93-9b15936ff499,2025-10-04,2025-10-04T09:02:00,2609.5,2250.1,success,,1oz Platinum
fe3d19d8-881c-471c-86f0-ebcea058bc3d,6d52310c-9a7b-4051-b5c2-414981a9c246,41c948d5-f877-439d-ae93-9b15936ff499,2025-10-04,2025-10-04T08:53:00,2626.31,2341.85,success,,1oz Platinum
fe3d19d8-881c-471c-86f0-ebcea058bc3d,bbdc6d6e-1c68-4857-83b7-9b9d65b0bd2e,f2a47de5-3b3b-451d-9869-a8c40e43fbdf,2025-10-04,2025-10-04T08:40:00,2428.51,2287.34,success,,1kg Silver Bar
fe3d19d8-881c-471c-86f0-ebcea058bc3d,9f0e77fa-19e1-435a-8b58-8b4d18ad7502,f2a47de5-3b3b-451d-9869-a8c40e43fbdf,2025-10-04,2025-10-04T09:03:00,2484.3,2224,success,,1kg Silver Bar
fe3d19d8-881c-471c-86f0-ebcea058bc3d,325f212b-1e16-4990-b1f8-54da984e0f6e,f2a47de5-3b3b-451d-9869-a8c40e43fbdf,2025-10-04,2025-10-04T08:57:00,2488.75,2243.39,success,,1kg Silver Bar
fe3d19d8-881c-471c-86f0-ebcea058bc3d,6d52310c-9a7b-4051-b5c2-414981a9c246,f2a47de5-3b3b-451d-9869-a8c40e43fbdf,2025-10-04,2025-10-04T08:50:00,2533.2,2223.88,success,,1kg Silver Bar
fe3d19d8-881c-471c-86f0-ebcea058bc3d,6d52310c-9a7b-4051-b5c2-414981a9c246,e84bf3bc-d087-44d5-abd9-962d262715ac,2025-10-07,2025-10-07T08:29:00,6093.43,5808.97,success,,1oz Gold Bar
fe3d19d8-881c-471c-86f0-ebcea058bc3d,bbdc6d6e-1c68-4857-83b7-9b9d65b0bd2e,e84bf3bc-d087-44d5-abd9-962d262715ac,2025-10-07,2025-10-07T08:35:00,6098.19,5879.53,success,,1oz Gold Bar
fe3d19d8-881c-471c-86f0-ebcea058bc3d,bbdc6d6e-1c68-4857-83b7-9b9d65b0bd2e,e84bf3bc-d087-44d5-abd9-962d262715ac,2025-10-07,2025-10-07T08:19:00,6100.03,5880.16,success,,1oz Gold Bar
fe3d19d8-881c-471c-86f0-ebcea058bc3d,325f212b-1e16-4990-b1f8-54da984e0f6e,e84bf3bc-d087-44d5-abd9-962d262715ac,2025-10-07,2025-10-07T08:37:00,6120.25,5880.18,success,,1oz Gold Bar
fe3d19d8-881c-471c-86f0-ebcea058bc3d,6d52310c-9a7b-4051-b5c2-414981a9c246,41c948d5-f877-439d-ae93-9b15936ff499,2025-10-07,2025-10-07T08:30:00,2646.64,2360.92,success,,1oz Platinum
fe3d19d8-881c-471c-86f0-ebcea058bc3d,bbdc6d6e-1c68-4857-83b7-9b9d65b0bd2e,f2a47de5-3b3b-451d-9869-a8c40e43fbdf,2025-10-07,2025-10-07T08:27:00,2449.99,2307.89,success,,1kg Silver Bar
fe3d19d8-881c-471c-86f0-ebcea058bc3d,bbdc6d6e-1c68-4857-83b7-9b9d65b0bd2e,f2a47de5-3b3b-451d-9869-a8c40e43fbdf,2025-10-07,2025-10-07T08:36:00,2450.53,2308.47,success,,1kg Silver Bar
